DATE,LEDGER,REVENUE,UNITS
7/31/2019,Fender Sets,354334.52,8768.00
7/31/2019,Front Fenders,74554.69,4911.00
7/31/2019,Rear Fenders,70861.06,4020.00
7/31/2019,Forks & Suspension,901236.52,2572.00
7/31/2019,26 Inch,2727.11,29.00
7/31/2019,700C,22023.68,198.00
7/31/2019,Other Rigid Forks,109465.54,442.00
7/31/2019,Suspension Fork,706419.44,1720.00
7/31/2019,Suspension Rear,60600.75,183.00
7/31/2019,Frames,2697912.19,1267.00
7/31/2019,BMX Frames,7777.85,26.00
7/31/2019,Cyclocross/Gravel Frames,212308.25,93.00
7/31/2019,Mountain Frames,1636084.26,710.00
7/31/2019,Road Frames,841741.83,438.00
7/31/2019,Helmets,33280256.95,906556.00
7/31/2019,Full Face Helmets,1449668.04,13034.00
7/31/2019,Helmet Accessories,35397.41,2324.00
7/31/2019,Regular Helmets,31795191.50,891198.00
7/31/2019,Lifestyle/Leisure,22722910.90,124053.00
7/31/2019,Comfort Bicycles,7159906.42,22355.00
7/31/2019,Cruiser/Classic Bicycles,15563004.48,101698.00
7/31/2019,Locks,8657616.76,440179.00
7/31/2019,Cable Locks,4922096.56,336955.00
7/31/2019,Lock Accessories,194526.31,11410.00
7/31/2019,U-Locks,3540993.89,91814.00
7/31/2019,Mountain,87452207.77,209621.00
7/31/2019,Downhill  -26,51804.13,32.00
7/31/2019,Downhill - 27.5,51404.02,8.00
7/31/2019,Downhill - 29,44020.73,6.00
7/31/2019,Front Suspension 26,10098468.07,69743.00
7/31/2019,Front Suspension 27.5,17293624.07,36104.00
7/31/2019,Front Suspension 29,14453322.87,31609.00
7/31/2019,Full Suspension 26,4807174.93,36537.00
7/31/2019,Full Suspension 27.5,17195810.83,12886.00
7/31/2019,Full Suspension 29,20846672.76,15841.00
7/31/2019,Single Speed - 26,66993.07,198.00
7/31/2019,Single Speed- 27.5,44571.23,93.00
7/31/2019,Single Speed-29,37526.90,85.00
7/31/2019,Unsuspended - 26,1717368.41,5513.00
7/31/2019,Unsuspended -27.5,499558.62,794.00
7/31/2019,Unsuspended-29,243887.13,172.00
7/31/2019,On-Bike Packs,4067143.87,116054.00
7/31/2019,Frame Bags,605190.61,23401.00
7/31/2019,Handlebar Bags,352787.12,10561.00
7/31/2019,Pannier/Rack Packs,1707219.99,24923.00
7/31/2019,Seat/Seatpost Bags,1401946.15,57169.00
7/31/2019,On-Bike Racks,4192978.84,148287.00
7/31/2019,Bike Baskets,2244615.18,96145.00
7/31/2019,Front Bike Racks,45773.04,869.00
7/31/2019,Front/Rear Rack Sets,0.00,0.00
7/31/2019,Rear Rack Frame,1685498.47,46123.00
7/31/2019,Rear Rack Seatpost,217092.15,5150.00
7/31/2019,Other Bicycles,4905140.91,13692.00
7/31/2019,Folding Bicycles,1896926.35,5562.00
7/31/2019,Other Bicycles,44142.55,30.00
7/31/2019,Recumbent Bicycles,1179738.40,1118.00
7/31/2019,Three Wheeler Bicycles,1710632.71,5667.00
7/31/2019,Unicycles,73700.90,1315.00
7/31/2019,Pedals,8051273.61,203041.00
7/31/2019,MTB Clipless Pedals,1719276.73,23147.00
7/31/2019,Pedals Accessories,1604265.74,75695.00
7/31/2019,Platform Pedals,2637967.71,83027.00
7/31/2019,Road Clipless Pedals,2089763.43,21172.00
7/31/2019,Repairs/Maintenance,8807039.08,831514.00
7/31/2019,Bike Multi Tools,1091838.55,52586.00
7/31/2019,Bike Patch Tool Kits,741267.17,142699.00
7/31/2019,Bike Patch Tools,1388805.45,194631.00
7/31/2019,Bike Shop Tools,1415453.96,84283.00
7/31/2019,Lubes/Cleaners,3452952.89,352564.00
7/31/2019,Workstands,716721.06,4751.00
7/31/2019,Road,43079082.78,30811.00
7/31/2019,Cyclocross/Gravel Bicycles,12121979.67,7438.00
7/31/2019,Sport Performance Road Bicycles,28453888.88,18277.00
7/31/2019,Touring Road Bicycles,711891.93,508.00
7/31/2019,Track/Single Speed Bicycles,987160.08,4392.00
7/31/2019,Triathlon Bicycles,804162.22,196.00
7/31/2019,Saddles/Pads,7466913.69,201765.00
7/31/2019,Comfort Saddles,3925379.66,122546.00
7/31/2019,Other Saddles,126354.97,4443.00
7/31/2019,Pads/Covers,736737.74,44353.00
7/31/2019,Performance Saddles,2678441.32,30423.00
7/31/2019,Stationary Bikes,9688450.27,52584.00
7/31/2019,Pedalers & Desk Bikes,673528.25,14084.00
7/31/2019,Recumbent Stationary Bikes,3843464.88,15735.00
7/31/2019,Spin Bikes,2049504.93,5833.00
7/31/2019,Upright Stationary Bikes,3121952.21,16932.00
7/31/2019,Tandem,495374.06,815.00
7/31/2019,All Terrain Tandem Bicycles,0.00,0.00
7/31/2019,Comfort/Cross Tandem Bicycles,165287.68,502.00
7/31/2019,Road Tandem Bicycles,330086.38,313.00
7/31/2019,Tires/Tubes,32709673.10,2504342.00
7/31/2019,Other Tubes,1451771.45,246570.00
7/31/2019,Tire 12-24 Inch,1581858.84,91388.00
7/31/2019,Tire 26 Inch,3547909.47,151288.00
7/31/2019,Tire 27 Inch/700C/650C,10254390.02,263624.00
7/31/2019,Tire 27.5 Inch/650B,1209206.12,23485.00
7/31/2019,Tire 29 Inch,1646194.76,35580.00
7/31/2019,Tire OTHER,67767.08,6266.00
7/31/2019,Tires/Tubes Accessories,1193975.69,150999.00
7/31/2019,Tube 20 Inch,1398152.96,178153.00
7/31/2019,Tube 24 X,604209.96,84038.00
7/31/2019,Tube 26 X,3862709.18,512761.00
7/31/2019,Tube 27.5/650B,582969.49,70078.00
7/31/2019,Tube 27/700C/650C,4597913.93,599620.00
7/31/2019,Tube 29 X,710644.15,90492.00
7/31/2019,Trailers,836524.05,7309.00
7/31/2019,Cargo Trailers,133389.44,765.00
7/31/2019,Trail A Bikes,703134.61,6544.00
7/31/2019,Trainers/Rollers,2247722.83,18421.00
7/31/2019,Trainers/Rollers,1494348.73,3710.00
7/31/2019,Trainers/Rollers Accessories,753374.10,14711.00
7/31/2019,Transit/Fitness,42712342.52,93787.00
7/31/2019,Commuter/Town Bicycles,3797285.04,12370.00
7/31/2019,Cross/Hybrid Bicycles,38915057.48,81417.00
7/31/2019,Water Bottle Cages,4211820.53,320471.00
7/31/2019,Water Bottle Cages,4211820.53,320471.00
7/31/2019,Wheel Parts,1065841.10,196406.00
7/31/2019,26 Inch Rims,18789.65,207.00
7/31/2019,27 Inch Rims,14334.56,39.00
7/31/2019,27.5 Inch/ 650B Rims,87346.60,451.00
7/31/2019,29 Inch Rims,50950.61,344.00
7/31/2019,650C Rims,0.00,0.00
7/31/2019,700C Rims,38108.71,443.00
7/31/2019,Hubs,217518.67,1609.00
7/31/2019,Other Rims,10291.73,112.00
7/31/2019,Other Wheel Parts,353452.31,65691.00
7/31/2019,Skewers,109610.79,5965.00
7/31/2019,Spokes,165437.47,121545.00
7/31/2019,Wheels,6360050.96,30874.00
7/31/2019,<=24 inch Front Wheels,13573.79,336.00
7/31/2019,<=24 inch Rear Wheels,32997.23,421.00
7/31/2019,<=24 inch Wheel Sets,56017.50,1190.00
7/31/2019,26 inch Front Wheels,56011.16,1102.00
7/31/2019,26 inch Rear Wheels,96813.04,1429.00
7/31/2019,26 inch Wheel Sets,275455.15,5473.00
7/31/2019,27 inch/ 700C/ 650C Front Wheels,871169.31,2672.00
7/31/2019,27 inch/ 700C/ 650C Rear Wheels,1166265.03,3515.00
7/31/2019,27 inch/ 700C/ 650C Wheel Sets,2327045.34,9699.00
7/31/2019,27.5 inch/ 650B Front Wheels,18419.75,121.00
7/31/2019,27.5 inch/ 650B Rear Wheels,46146.96,299.00
7/31/2019,27.5 inch/ 650B Wheel Sets,413992.07,991.00
7/31/2019,29 inch Front Wheels,83529.68,499.00
7/31/2019,29 inch Rear Wheels,163303.21,779.00
7/31/2019,29 inch Wheel Sets,666764.13,1881.00
7/31/2019,Other Front Wheels,0.00,0.00
7/31/2019,Other Rear Wheels,0.00,0.00
7/31/2019,Other Wheel Sets,72547.61,467.00
7/31/2019,Grand Total,539972217.27,11422589.00
8/31/2019,Bike Footwear,11079443.68,87897.00
8/31/2019,Bike Sandals,13302.76,132.00
8/31/2019,Mountain Shoes,5509718.95,47241.00
8/31/2019,Other Bike Shoes,66436.07,716.00
8/31/2019,Road Shoes,5489985.90,39808.00
8/31/2019,Bike Gloves,4005811.04,155708.00
8/31/2019,Bike Glove Liners,888.10,30.00
8/31/2019,Fingerless Bike Gloves,2592542.23,102563.00
8/31/2019,Full Finger Bike Gloves,1412380.71,53115.00
8/31/2019,Bike Lights,10159825.33,410800.00
8/31/2019,Bike Headlights,3464039.99,98771.00
8/31/2019,Bike Light Accessories,53115.49,4410.00
8/31/2019,Bike Light Sets,3849390.81,152782.00
8/31/2019,Bike Taillights,1772025.71,65452.00
8/31/2019,Other Bike Lights,1021253.33,89385.00
8/31/2019,Bike Pumps,9840609.60,604608.00
8/31/2019,C02 Frame Pumps,616130.02,42594.00
8/31/2019,Floor Pumps,6000615.95,279458.00
8/31/2019,Manual Frame Pumps,1971620.47,113021.00
8/31/2019,Pump Accessories,1049733.82,164564.00
8/31/2019,Shock Pumps,202509.34,4971.00
8/31/2019,Bike Rentals,8065801.97,188283.00
8/31/2019,Bike Rentals,8065801.97,188283.00
8/31/2019,Bike Service/Repairs,31220732.64,1448615.00
8/31/2019,Bike Service/Repairs,31220732.64,1448615.00
8/31/2019,BMX,12789381.88,115455.00
8/31/2019,BMX/Race Bicycles,2898216.41,25595.00
8/31/2019,Freestyle Bicycles,9891165.47,89860.00
8/31/2019,Childrens,47411278.15,430445.00
8/31/2019,12 inch Bicycles,6068770.43,83587.00
8/31/2019,14 inch Bicycles,832429.73,8432.00
8/31/2019,16 inch Bicycles,9781005.60,105228.00
8/31/2019,18 inch Bicycles,4184182.50,46950.00
8/31/2019,20 inch Bicycles,11544028.31,95133.00
8/31/2019,24 inch Bicycles,14492872.77,86007.00
8/31/2019,Balance Bikes,468120.12,4375.00
8/31/2019,Tricycles,39868.69,733.00
8/31/2019,Components,26748046.94,1158340.00
8/31/2019,Bar Ends,64995.96,3876.00
8/31/2019,Bottom Brackets,658062.68,25606.00
8/31/2019,Brake and Shifting Cables,1395057.52,283880.00
8/31/2019,Brake Parts - Disks,751471.41,19110.00
8/31/2019,Brake Parts - Levers,225955.08,6249.00
8/31/2019,Brake Parts - Other,280680.25,26954.00
8/31/2019,Brake Parts - Pads,2225214.88,150793.00
8/31/2019,Brake Parts - Rims,86962.29,993.00
8/31/2019,Brakes - Disk - Hydraulic,410657.39,3966.00
8/31/2019,Brakes - Disk - Hydraulic Sets,503195.22,5226.00
8/31/2019,Brakes - Disk - Mechanical,105217.78,2097.00
8/31/2019,Brakes - Disk - Mechanical Sets,1955.24,21.00
8/31/2019,Brakes - Rim Sets,20722.92,592.00
8/31/2019,Brakes - Rims,121657.56,4480.00
8/31/2019,Cassettes/Freewheels,2451800.83,40919.00
8/31/2019,Chainrings,579228.01,12091.00
8/31/2019,Chains,3412760.59,152266.00
8/31/2019,Component Groups,491571.11,690.00
8/31/2019,Cranksets,957954.44,6788.00
8/31/2019,Front Derailleurs,248323.87,4304.00
8/31/2019,Handlebar Grips,1600516.44,93828.00
8/31/2019,Handlebar Tape,1259695.33,57339.00
8/31/2019,Handlebars,1083972.44,13945.00
8/31/2019,Headsets,134533.58,4257.00
8/31/2019,Other Component Parts,3230298.82,167847.00
8/31/2019,Rear Derailleurs,1259756.62,19829.00
8/31/2019,Seatposts,1346004.39,14215.00
8/31/2019,Shift/Brake Combo,491392.67,4956.00
8/31/2019,Shifters,474291.26,13322.00
8/31/2019,Stems,874140.36,17901.00
8/31/2019,Electric Bicycles,23163335.94,11908.00
8/31/2019,Electric Bicycles,23163335.94,11908.00
8/31/2019,Electronics,5815113.95,76373.00
8/31/2019,Cyclo-Computers,3664405.52,32560.00
8/31/2019,Electronic Accessories,1546752.97,42987.00
8/31/2019,Power Meters,603955.46,826.00
8/31/2019,Fenders,596338.61,21362.00
8/31/2019,Fender Sets,414539.34,10489.00
8/31/2019,Front Fenders,85550.49,5776.00
8/31/2019,Rear Fenders,96248.78,5097.00
8/31/2019,Forks & Suspension,834246.67,2176.00
8/31/2019,26 Inch,877.66,24.00
8/31/2019,700C,10378.44,76.00
8/31/2019,Other Rigid Forks,107408.48,389.00
8/31/2019,Suspension Fork,654859.42,1434.00
8/31/2019,Suspension Rear,60722.67,253.00
8/31/2019,Frames,2951806.18,1345.00
8/31/2019,BMX Frames,1293.75,6.00
8/31/2019,Cyclocross/Gravel Frames,337655.21,187.00
8/31/2019,Mountain Frames,1738651.61,701.00
8/31/2019,Road Frames,874205.61,451.00
8/31/2019,Helmets,32076493.99,849963.00
8/31/2019,Full Face Helmets,1576516.31,13077.00
8/31/2019,Helmet Accessories,34962.25,2361.00
8/31/2019,Regular Helmets,30465015.43,834525.00
8/31/2019,Lifestyle/Leisure,20563501.27,110006.00
8/31/2019,Comfort Bicycles,6719448.08,20509.00
8/31/2019,Cruiser/Classic Bicycles,13844053.19,89497.00
8/31/2019,Locks,11179195.04,584844.00
8/31/2019,Cable Locks,6272818.78,440891.00
8/31/2019,Lock Accessories,210542.30,11813.00
8/31/2019,U-Locks,4695833.96,132140.00
8/31/2019,Mountain,88000965.16,186442.00
8/31/2019,Downhill  -26,6301.33,3.00
8/31/2019,Downhill - 27.5,4780.11,6.00
8/31/2019,Downhill - 29,0.00,0.00
8/31/2019,Front Suspension 26,9555565.17,56313.00
8/31/2019,Front Suspension 27.5,17410839.87,34403.00
8/31/2019,Front Suspension 29,15188435.44,32142.00
8/31/2019,Full Suspension 26,4378385.74,30709.00
8/31/2019,Full Suspension 27.5,16554956.31,12462.00
8/31/2019,Full Suspension 29,22488309.91,15125.00
8/31/2019,Single Speed - 26,64429.15,190.00
8/31/2019,Single Speed- 27.5,13940.28,32.00
8/31/2019,Single Speed-29,36633.38,81.00
8/31/2019,Unsuspended - 26,1434564.59,4157.00
8/31/2019,Unsuspended -27.5,586155.10,631.00
8/31/2019,Unsuspended-29,277668.78,188.00
8/31/2019,On-Bike Packs,4276598.47,116543.00
8/31/2019,Frame Bags,612562.49,22914.00
8/31/2019,Handlebar Bags,326918.44,11277.00
8/31/2019,Pannier/Rack Packs,2050028.66,31406.00
8/31/2019,Seat/Seatpost Bags,1287088.88,50946.00
8/31/2019,On-Bike Racks,4479718.36,157508.00
8/31/2019,Bike Baskets,2355535.15,100259.00
8/31/2019,Front Bike Racks,56556.93,1092.00
8/31/2019,Front/Rear Rack Sets,554.43,12.00
8/31/2019,Rear Rack Frame,1836389.02,50665.00
8/31/2019,Rear Rack Seatpost,230682.83,5480.00
8/31/2019,Other Bicycles,14778639.08,67549.00
8/31/2019,Folding Bicycles,1330913.27,4729.00
8/31/2019,Other Bicycles,44721.32,30.00
8/31/2019,Recumbent Bicycles,1060735.75,957.00
8/31/2019,Stationary Bikes,10802244.58,56694.00
8/31/2019,Three Wheeler Bicycles,1488347.20,4448.00
8/31/2019,Unicycles,51676.96,691.00
8/31/2019,Pedals,7792194.74,194918.00
8/31/2019,MTB Clipless Pedals,1746444.38,23364.00
8/31/2019,Pedals Accessories,1473385.67,71099.00
8/31/2019,Platform Pedals,2524946.83,78932.00
8/31/2019,Road Clipless Pedals,2047417.86,21523.00
8/31/2019,Repairs/Maintenance,8740290.94,846105.00
8/31/2019,Bike Multi Tools,1100972.25,55554.00
8/31/2019,Bike Patch Tool Kits,721039.33,137746.00
8/31/2019,Bike Patch Tools,1436242.75,202992.00
8/31/2019,Bike Shop Tools,1449106.84,84891.00
8/31/2019,Lubes/Cleaners,3407638.85,360680.00
8/31/2019,Workstands,625290.92,4242.00
8/31/2019,Road,46688277.92,31751.00
8/31/2019,Cyclocross/Gravel Bicycles,11670835.40,7806.00
8/31/2019,Sport Performance Road Bicycles,32191752.15,18805.00
8/31/2019,Touring Road Bicycles,701582.01,457.00
8/31/2019,Track/Single Speed Bicycles,979327.69,4364.00
8/31/2019,Triathlon Bicycles,1144780.67,319.00
8/31/2019,Saddles/Pads,6917870.55,184820.00
8/31/2019,Comfort Saddles,3459700.93,109395.00
8/31/2019,Other Saddles,122829.18,4577.00
8/31/2019,Pads/Covers,684886.01,41433.00
8/31/2019,Performance Saddles,2650454.43,29415.00
8/31/2019,Tandem,393475.32,661.00
8/31/2019,All Terrain Tandem Bicycles,2407.34,8.00
8/31/2019,Comfort/Cross Tandem Bicycles,133216.55,394.00
8/31/2019,Road Tandem Bicycles,257851.43,259.00
8/31/2019,Tires/Tubes,32310115.74,2521672.00
8/31/2019,Other Tubes,1544962.56,261545.00
8/31/2019,Tire 12-24 Inch,1665787.91,90052.00
8/31/2019,Tire 26 Inch,3469213.06,144916.00
8/31/2019,Tire 27 Inch/700C/650C,9400715.02,242298.00
8/31/2019,Tire 27.5 Inch/650B,1217909.28,24202.00
8/31/2019,Tire 29 Inch,1790691.43,38422.00
8/31/2019,Tire OTHER,42409.07,3018.00
8/31/2019,Tires/Tubes Accessories,1269454.66,148530.00
8/31/2019,Tube 20 Inch,1434910.41,179483.00
8/31/2019,Tube 24 X,625319.16,84439.00
8/31/2019,Tube 26 X,4009594.20,534211.00
8/31/2019,Tube 27.5/650B,656251.19,80263.00
8/31/2019,Tube 27/700C/650C,4418417.26,591819.00
8/31/2019,Tube 29 X,764480.53,98474.00
8/31/2019,Trailers,743228.36,6166.00
8/31/2019,Cargo Trailers,200048.14,1213.00
8/31/2019,Trail A Bikes,543180.22,4953.00
8/31/2019,Trainers/Rollers,2601797.57,18189.00
8/31/2019,Trainers/Rollers,1935190.29,4368.00
8/31/2019,Trainers/Rollers Accessories,666607.28,13821.00
8/31/2019,Transit/Fitness,43794442.59,92868.00
8/31/2019,Commuter/Town Bicycles,3720323.89,12324.00
8/31/2019,Cross/Hybrid Bicycles,40074118.70,80544.00
8/31/2019,Water Bottle Cages,3944169.43,296386.00
8/31/2019,Water Bottle Cages,3944169.43,296386.00
8/31/2019,Wheel Parts,1017342.75,189461.00
8/31/2019,26 Inch Rims,27292.88,290.00
8/31/2019,27 Inch Rims,14224.46,27.00
8/31/2019,27.5 Inch/ 650B Rims,34326.17,209.00
8/31/2019,29 Inch Rims,37561.50,228.00
8/31/2019,650C Rims,0.00,0.00
8/31/2019,700C Rims,52026.90,479.00
8/31/2019,Hubs,165319.25,1518.00
8/31/2019,Other Rims,11566.03,162.00
8/31/2019,Other Wheel Parts,375908.74,66859.00
8/31/2019,Skewers,126177.08,6968.00
8/31/2019,Spokes,172939.74,112721.00
8/31/2019,Wheels,6685025.77,31620.00
8/31/2019,<=24 inch Front Wheels,10879.96,255.00
8/31/2019,<=24 inch Rear Wheels,26324.64,328.00
8/31/2019,<=24 inch Wheel Sets,57215.56,1173.00
8/31/2019,26 inch Front Wheels,45058.40,869.00
8/31/2019,26 inch Rear Wheels,103592.96,1729.00
8/31/2019,26 inch Wheel Sets,321867.55,5826.00
8/31/2019,27 inch/ 700C/ 650C Front Wheels,837375.59,2659.00
8/31/2019,27 inch/ 700C/ 650C Rear Wheels,1038633.97,3035.00
8/31/2019,27 inch/ 700C/ 650C Wheel Sets,2432702.49,10433.00
8/31/2019,27.5 inch/ 650B Front Wheels,40210.57,170.00
8/31/2019,27.5 inch/ 650B Rear Wheels,47751.16,309.00
8/31/2019,27.5 inch/ 650B Wheel Sets,492742.78,1068.00
8/31/2019,29 inch Front Wheels,102551.42,506.00
8/31/2019,29 inch Rear Wheels,140113.01,751.00
8/31/2019,29 inch Wheel Sets,952040.16,2053.00
8/31/2019,Other Front Wheels,0.00,0.00
8/31/2019,Other Rear Wheels,0.00,0.00
8/31/2019,Other Wheel Sets,35965.55,456.00
8/31/2019,Grand Total,531665115.63,11200787.00
9/30/2019,Mountain,82119789.84,169329.00
9/30/2019,Downhill Bicycles,88133.56,23.00
9/30/2019,Front Suspension Bicycles,38950915.33,110308.00
9/30/2019,Full Suspension Bicycles,40704640.13,54272.00
9/30/2019,Single Speed - 26,62824.73,207.00
9/30/2019,Single Speed- 27.5,24335.23,48.00
9/30/2019,Single Speed-29,15433.91,32.00
9/30/2019,Unsuspended - 26,1429131.49,3613.00
9/30/2019,Unsuspended -27.5,677040.58,612.00
9/30/2019,Unsuspended-29,167334.88,214.00
9/30/2019,Childrens,50554992.08,469081.00
9/30/2019,12 inch Bicycles,7292695.11,98809.00
9/30/2019,14 inch Bicycles,935127.46,9602.00
9/30/2019,16 inch Bicycles,10907666.99,116927.00
9/30/2019,18 inch Bicycles,4654861.94,51656.00
9/30/2019,20 inch Bicycles,12370963.81,104431.00
9/30/2019,24 inch Bicycles,13882335.70,82279.00
9/30/2019,Balance Bikes,459797.95,4492.00
9/30/2019,Tricycles,51543.12,885.00
9/30/2019,Road,42323182.27,28513.00
9/30/2019,Cyclocross/Gravel Bicycles,10798099.63,7073.00
9/30/2019,Sport Performance Road Bicycles,29283641.87,17015.00
9/30/2019,Touring Road Bicycles,708535.09,494.00
9/30/2019,Track/Single Speed Bicycles,865421.92,3755.00
9/30/2019,Triathlon Bicycles,667483.76,176.00
9/30/2019,Transit/Fitness,38438181.45,81528.00
9/30/2019,Commuter/Town Bicycles,3720163.58,11843.00
9/30/2019,Cross/Hybrid Bicycles,34718017.87,69685.00
9/30/2019,Helmets,29422115.56,837828.00
9/30/2019,Full Face Helmets,1098032.14,11519.00
9/30/2019,Helmet Accessories,50036.06,3354.00
9/30/2019,Regular Helmets,28274047.36,822955.00
9/30/2019,Bike Service/Repairs,29295590.51,1350850.00
9/30/2019,Bike Service/Repairs,29295590.51,1350850.00
9/30/2019,Tires/Tubes,32399188.39,2516715.00
9/30/2019,Other Tubes,1589928.08,265007.00
9/30/2019,Tire 12-24 Inch,1811700.61,97008.00
9/30/2019,Tire 26 Inch,3502141.73,146283.00
9/30/2019,Tire 27 Inch/700C/650C,9062080.90,233437.00
9/30/2019,Tire 27.5 Inch/650B,1114354.85,22894.00
9/30/2019,Tire 29 Inch,1803506.58,38894.00
9/30/2019,Tire OTHER,54575.59,3974.00
9/30/2019,Tires/Tubes Accessories,1319601.48,154878.00
9/30/2019,Tube 20 Inch,1527702.07,182370.00
9/30/2019,Tube 24 X,679575.52,91624.00
9/30/2019,Tube 26 X,4017283.46,519354.00
9/30/2019,Tube 27.5/650B,715775.63,83730.00
9/30/2019,Tube 27/700C/650C,4401863.87,576657.00
9/30/2019,Tube 29 X,799098.02,100605.00
9/30/2019,Components,25640857.78,1161596.00
9/30/2019,Bar Ends,73758.56,4240.00
9/30/2019,Bottom Brackets,647250.59,26017.00
9/30/2019,Brake and Shifting Cables,1418291.07,291416.00
9/30/2019,Brake Parts - Disks,710261.59,18366.00
9/30/2019,Brake Parts - Levers,206702.71,6174.00
9/30/2019,Brake Parts - Other,289127.55,28476.00
9/30/2019,Brake Parts - Pads,2152347.45,148302.00
9/30/2019,Brake Parts - Rims,87078.28,860.00
9/30/2019,Brakes - Disk - Hydraulic,283257.77,2743.00
9/30/2019,Brakes - Disk - Hydraulic Sets,475277.63,4716.00
9/30/2019,Brakes - Disk - Mechanical,93457.48,2130.00
9/30/2019,Brakes - Disk - Mechanical Sets,1979.60,38.00
9/30/2019,Brakes - Rim Sets,24926.42,467.00
9/30/2019,Brakes - Rims,94557.06,3671.00
9/30/2019,Cassettes/Freewheels,2451854.15,40909.00
9/30/2019,Chainrings,663253.96,14415.00
9/30/2019,Chains,3355065.31,150276.00
9/30/2019,Component Groups,702085.37,869.00
9/30/2019,Cranksets,892409.84,6808.00
9/30/2019,Front Derailleurs,239992.30,3992.00
9/30/2019,Handlebar Grips,1542799.78,92585.00
9/30/2019,Handlebar Tape,1162439.15,53187.00
9/30/2019,Handlebars,957413.56,13247.00
9/30/2019,Headsets,153095.55,4465.00
9/30/2019,Other Component Parts,2915226.99,178012.00
9/30/2019,Rear Derailleurs,1128682.91,18544.00
9/30/2019,Seatposts,1247145.62,14347.00
9/30/2019,Shift/Brake Combo,380920.53,4103.00
9/30/2019,Shifters,439305.65,12354.00
9/30/2019,Stems,850893.35,15867.00
